seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,mu_depth,mu_v4,mu_mle
chain2,45,15,17,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,45,16,18,3,2,1,1,7,8,3,2.2500000000,2.1488813703,2.0785553499
chain2,45,17,19,1,3,2,1,7,3,4,2.2000000000,2.1488813703,2.2364152990
chain2,45,18,20,1,3,2,1,7,3,3,2.2000000000,2.1488813703,2.2364152990
chain2,45,19,21,1,3,2,1,7,3,4,2.0000000000,2.1488813703,2.2364152990
chain2,45,20,22,2,1,1,3,7,16,4,2.1666666667,2.1488813703,2.3301921157
chain2,45,21,23,2,3,1,0,6,10,4,2.4285714286,2.0000000000,1.8924299483
chain2,45,22,24,3,1,1,3,8,15,4,2.6666666667,2.2824720047,2.3742806333
chain2,45,23,25,2,1,1,3,7,16,4,2.3333333333,2.1488813703,2.3301921157
chain2,45,24,26,1,2,1,1,5,10,4,2.1428571429,1.8312368960,1.9583417612
chain2,45,25,27,2,3,1,1,7,18,4,2.3333333333,2.1488813703,2.1338144785
chain2,46,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,46,2,4,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,46,3,5,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,46,4,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,46,5,7,3,1,0,1,5,15,4,2.0000000000,1.8312368960,1.7456210551
chain2,46,6,8,1,3,1,0,5,11,4,1.7500000000,1.8312368960,1.8218071621
chain2,46,7,9,1,3,1,0,5,11,4,1.7500000000,1.8312368960,1.8218071621
chain2,46,8,10,2,0,1,3,6,7,4,1.8000000000,2.0000000000,2.2364152990
chain2,46,9,11,1,2,0,1,4,26,4,1.6666666667,1.6354633478,1.7456210551
chain2,46,10,12,1,2,0,1,4,26,4,1.6666666667,1.6354633478,1.7456210551
chain2,46,11,13,1,2,0,1,4,26,4,1.6666666667,1.6354633478,1.7456210551
chain2,46,12,14,1,3,1,0,5,11,4,1.7500000000,1.8312368960,1.8218071621
chain2,46,13,15,3,0,0,1,4,6,4,1.8571428571,1.6354633478,1.5716813449
chain2,46,14,16,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
chain2,46,15,17,2,3,0,0,5,26,4,1.8750000000,1.8312368960,1.6627514257
chain2,46,16,18,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
chain2,46,17,19,2,1,1,3,7,16,4,1.8888888889,2.1488813703,2.3301921157
chain2,46,18,20,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
chain2,46,19,21,1,2,1,1,5,10,4,1.8000000000,1.8312368960,1.9583417612
chain2,46,20,22,1,2,0,1,4,26,3,1.6666666667,1.6354633478,1.7456210551
chain2,46,21,23,2,0,1,3,6,7,3,1.8000000000,2.0000000000,2.2364152990
chain2,46,22,24,2,1,1,3,7,16,4,1.8888888889,2.1488813703,2.3301921157
chain2,46,23,25,1,2,1,1,5,10,4,1.8000000000,1.8312368960,1.9583417612
chain2,46,24,26,1,2,1,1,5,10,4,1.8000000000,1.8312368960,1.9583417612
chain2,46,25,27,2,0,1,3,6,7,4,1.8000000000,2.0000000000,2.2364152990
chain2,47,1,3,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,47,2,4,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,47,3,5,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,47,4,6,3,0,0,1,4,6,4,1.6666666667,1.6354633478,1.5716813449
chain2,47,5,7,1,3,0,0,4,27,3,1.5000000000,1.6354633478,1.5716813449
chain2,47,6,8,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,47,7,9,1,3,0,0,4,27,2,1.5000000000,1.6354633478,1.5716813449
chain2,47,8,10,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,47,9,11,2,0,1,3,6,7,3,1.6000000000,2.0000000000,2.2364152990
chain2,47,10,12,3,0,0,1,4,6,4,1.8000000000,1.6354633478,1.5716813449
chain2,47,11,13,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,47,12,14,1,2,0,1,4,26,3,1.5000000000,1.6354633478,1.7456210551
chain2,47,13,15,1,2,0,1,4,26,4,1.5000000000,1.6354633478,1.7456210551
chain2,47,14,16,2,2,0,0,4,17,4,1.6666666667,1.6354633478,1.4702785181
chain2,47,15,17,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,47,16,18,1,3,0,0,4,27,4,1.6666666667,1.6354633478,1.5716813449
chain2,47,17,19,2,2,1,0,5,1,4,1.8333333333,1.8312368960,1.7456210551
chain2,47,18,20,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,47,19,21,2,3,0,0,5,26,4,1.8333333333,1.8312368960,1.6627514257
chain2,47,20,22,4,1,1,2,8,6,4,2.1428571429,2.2824720047,2.2364152990
chain2,47,21,23,1,4,1,1,7,28,4,2.0000000000,2.1488813703,2.1863367321
chain2,47,22,24,2,1,1,3,7,16,4,1.8571428571,2.1488813703,2.3301921157
chain2,47,23,25,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
chain2,47,24,26,2,3,1,1,7,18,4,1.8571428571,2.1488813703,2.1338144785
chain2,47,25,27,1,3,2,1,7,3,4,1.8750000000,2.1488813703,2.2364152990
chain2,48,1,3,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,48,2,4,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,48,3,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,48,4,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,48,5,7,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,48,6,8,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,48,7,9,3,1,0,0,4,7,3,2.0000000000,1.6354633478,1.3553983943
chain2,48,8,10,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,48,9,11,2,2,0,2,6,33,3,1.7500000000,2.0000000000,2.0785553499
chain2,48,10,12,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
chain2,48,11,13,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,48,12,14,1,3,2,1,7,3,3,1.8333333333,2.1488813703,2.2364152990
chain2,48,13,15,2,2,1,1,6,9,4,1.8000000000,2.0000000000,2.0202072359
chain2,48,14,16,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,48,15,17,1,3,2,1,7,3,3,1.8333333333,2.1488813703,2.2364152990
chain2,48,16,18,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
chain2,48,17,19,2,2,1,1,6,9,3,1.7500000000,2.0000000000,2.0202072359
chain2,48,18,20,2,3,2,1,8,2,4,2.0000000000,2.2824720047,2.2842970862
chain2,48,19,21,3,2,1,2,8,16,4,2.3333333333,2.2824720047,2.2842970862
chain2,48,20,22,3,3,1,1,8,17,4,2.4285714286,2.2824720047,2.1863367321
chain2,48,21,23,2,3,2,1,8,2,4,2.2857142857,2.2824720047,2.2842970862
chain2,48,22,24,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,48,23,25,2,2,1,2,7,17,3,2.0000000000,2.1488813703,2.2364152990
chain2,48,24,26,3,2,1,1,7,8,4,2.2000000000,2.1488813703,2.0785553499
chain2,48,25,27,2,3,0,3,8,50,4,2.3333333333,2.2824720047,2.3742806333
chain2,49,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,49,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,49,3,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,49,4,6,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,49,5,7,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,49,6,8,1,2,1,0,4,2,1,1.3333333333,1.6354633478,1.6627514257
chain2,49,7,9,3,1,0,1,5,15,3,2.0000000000,1.8312368960,1.7456210551
chain2,49,8,10,3,0,0,1,4,6,4,1.6666666667,1.6354633478,1.5716813449
chain2,49,9,11,1,3,0,0,4,27,3,1.5000000000,1.6354633478,1.5716813449
chain2,49,10,12,1,3,0,0,4,27,3,1.5000000000,1.6354633478,1.5716813449
chain2,49,11,13,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,49,12,14,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,49,13,15,2,2,0,1,5,25,3,1.6666666667,1.8312368960,1.8218071621
chain2,49,14,16,3,0,0,1,4,6,3,1.6666666667,1.6354633478,1.5716813449
chain2,49,15,17,1,3,0,0,4,27,2,1.5000000000,1.6354633478,1.5716813449
chain2,49,16,18,3,3,1,0,7,9,4,2.1666666667,2.1488813703,1.9583417612
chain2,49,17,19,2,3,1,2,8,26,4,2.2857142857,2.2824720047,2.3301921157
chain2,49,18,20,2,3,1,2,8,26,4,2.2857142857,2.2824720047,2.3301921157
chain2,49,19,21,2,0,1,3,6,7,3,1.6000000000,2.0000000000,2.2364152990
chain2,49,20,22,3,1,1,3,8,15,4,2.1428571429,2.2824720047,2.3742806333
chain2,49,21,23,1,3,1,1,6,19,3,2.0000000000,2.0000000000,2.0785553499
chain2,49,22,24,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,49,23,25,2,2,1,3,8,25,4,2.0000000000,2.2824720047,2.4167185680
chain2,49,24,26,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,49,25,27,1,3,1,1,6,19,3,2.0000000000,2.0000000000,2.0785553499
chain2,50,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,50,2,4,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,50,3,5,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,50,4,6,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
chain2,50,5,7,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,50,6,8,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,50,7,9,3,1,0,1,5,15,3,2.0000000000,1.8312368960,1.7456210551
chain2,50,8,10,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,50,9,11,2,1,0,2,5,24,3,1.5000000000,1.8312368960,1.9583417612
chain2,50,10,12,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,50,11,13,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
chain2,50,12,14,2,2,0,0,4,17,3,1.7500000000,1.6354633478,1.4702785181
chain2,50,13,15,2,2,1,0,5,1,4,1.6000000000,1.8312368960,1.7456210551
chain2,50,14,16,1,3,1,0,5,11,4,1.7500000000,1.8312368960,1.8218071621
chain2,50,15,17,1,3,1,0,5,11,4,1.7500000000,1.8312368960,1.8218071621
chain2,50,16,18,3,3,1,1,8,17,4,2.1666666667,2.2824720047,2.1863367321
chain2,50,17,19,3,3,1,2,9,25,4,2.3333333333,2.4039086666,2.3742806333
chain2,50,18,20,3,3,2,2,10,9,3,2.4285714286,2.5154334638,2.4971694443
chain2,50,19,21,2,3,2,2,9,10,4,2.2857142857,2.4039086666,2.4576417859
chain2,50,20,22,2,2,0,1,5,25,4,1.6666666667,1.8312368960,1.8218071621
chain2,50,21,23,2,3,1,1,7,18,4,1.8571428571,2.1488813703,2.1338144785
chain2,50,22,24,2,2,0,0,4,17,4,1.7500000000,1.6354633478,1.4702785181
chain2,50,23,25,2,3,2,2,9,10,2,2.4285714286,2.4039086666,2.4576417859
chain2,50,24,26,2,4,0,1,7,43,2,2.0000000000,2.1488813703,2.0785553499
chain2,50,25,27,2,2,1,1,6,9,4,1.8000000000,2.0000000000,2.0202072359
chain4,1,1,5,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,1,2,6,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,1,3,7,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain4,1,4,8,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain4,1,5,9,1,1,1,1,4,1,1,1.0000000000,1.6354633478,1.8218071621
chain4,1,6,10,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,1,7,11,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,1,8,12,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,1,9,13,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,1,10,14,2,1,0,1,4,16,3,1.1250000000,1.6354633478,1.6627514257
chain4,1,11,15,1,2,1,0,4,2,4,1.1111111111,1.6354633478,1.6627514257
chain4,1,12,16,2,1,0,1,4,16,4,1.1250000000,1.6354633478,1.6627514257
chain4,1,13,17,1,2,1,0,4,2,4,1.1111111111,1.6354633478,1.6627514257
chain4,1,14,18,3,2,0,1,6,24,4,1.3333333333,2.0000000000,1.8924299483
chain4,1,15,19,2,2,1,2,7,17,4,1.4000000000,2.1488813703,2.2364152990
chain4,1,16,20,2,2,1,2,7,17,4,1.4000000000,2.1488813703,2.2364152990
chain4,1,17,21,3,1,0,1,5,15,4,1.2222222222,1.8312368960,1.7456210551
chain4,1,18,22,4,1,0,2,7,22,4,1.4000000000,2.1488813703,2.0785553499
chain4,1,19,23,3,2,0,0,5,16,4,1.4000000000,1.8312368960,1.5716813449
chain4,1,20,24,2,3,0,0,5,26,4,1.3333333333,1.8312368960,1.6627514257
chain4,1,21,25,2,2,1,2,7,17,4,1.4545454545,2.1488813703,2.2364152990
chain4,1,22,26,3,2,0,1,6,24,4,1.3333333333,2.0000000000,1.8924299483
chain4,1,23,27,2,3,1,1,7,18,4,1.5454545455,2.1488813703,2.1338144785
chain4,1,24,28,1,3,1,0,5,11,4,1.2000000000,1.8312368960,1.8218071621
chain4,1,25,29,3,4,1,0,8,18,4,1.7272727273,2.2824720047,2.0785553499
chain4,2,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain4,2,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,2,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,2,4,8,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain4,2,5,9,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,2,6,10,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,2,7,11,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,2,8,12,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,2,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,2,10,14,2,1,0,1,4,16,4,1.1250000000,1.6354633478,1.6627514257
chain4,2,11,15,2,1,0,1,4,16,3,1.1250000000,1.6354633478,1.6627514257
chain4,2,12,16,2,2,1,1,6,9,4,1.2222222222,2.0000000000,2.0202072359
chain4,2,13,17,2,3,2,1,8,2,4,1.4000000000,2.2824720047,2.2842970862
chain4,2,14,18,2,2,1,0,5,1,4,1.2222222222,1.8312368960,1.7456210551
chain4,2,15,19,1,2,1,0,4,2,4,1.1111111111,1.6354633478,1.6627514257
chain4,2,16,20,3,3,0,0,6,25,4,1.5000000000,2.0000000000,1.7456210551
chain4,2,17,21,2,2,1,0,5,1,4,1.2222222222,1.8312368960,1.7456210551
chain4,2,18,22,1,2,1,0,4,2,2,1.1111111111,1.6354633478,1.6627514257
chain4,2,19,23,2,3,2,1,8,2,4,1.4000000000,2.2824720047,2.2842970862
chain4,2,20,24,2,2,2,2,8,1,3,1.5000000000,2.2824720047,2.3742806333
chain4,2,21,25,2,2,2,3,9,9,4,1.5454545455,2.4039086666,2.5354066668
chain4,2,22,26,2,1,1,2,6,8,4,1.2000000000,2.0000000000,2.1338144785
chain4,2,23,27,2,2,1,1,6,9,4,1.3333333333,2.0000000000,2.0202072359
chain4,2,24,28,2,3,2,1,8,2,4,1.4000000000,2.2824720047,2.2842970862
chain4,2,25,29,3,2,0,0,5,16,4,1.3750000000,1.8312368960,1.5716813449
chain4,3,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,3,2,6,1,1,1,1,4,1,1,1.0000000000,1.6354633478,1.8218071621
chain4,3,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,3,4,8,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,3,5,9,1,1,1,1,4,1,1,1.0000000000,1.6354633478,1.8218071621
chain4,3,6,10,2,2,0,0,4,17,4,1.3333333333,1.6354633478,1.4702785181
chain4,3,7,11,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,3,8,12,2,3,1,0,6,10,4,1.5714285714,2.0000000000,1.8924299483
chain4,3,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,3,10,14,2,2,1,0,5,1,4,1.2857142857,1.8312368960,1.7456210551
chain4,3,11,15,2,2,1,0,5,1,4,1.2857142857,1.8312368960,1.7456210551
chain4,3,12,16,3,1,1,2,7,7,4,1.7500000000,2.1488813703,2.1863367321
chain4,3,13,17,1,3,1,1,6,19,4,1.6666666667,2.0000000000,2.0785553499
chain4,3,14,18,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,3,15,19,1,3,1,1,6,19,4,1.6666666667,2.0000000000,2.0785553499
chain4,3,16,20,1,3,1,1,6,19,4,1.6666666667,2.0000000000,2.0785553499
chain4,3,17,21,2,3,1,1,7,18,4,1.7777777778,2.1488813703,2.1338144785
chain4,3,18,22,2,0,1,3,6,7,4,1.7000000000,2.0000000000,2.2364152990
chain4,3,19,23,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,3,20,24,2,2,0,1,5,25,4,1.7272727273,1.8312368960,1.8218071621
chain4,3,21,25,2,0,1,3,6,7,4,1.7000000000,2.0000000000,2.2364152990
chain4,3,22,26,1,3,1,1,6,19,4,1.6666666667,2.0000000000,2.0785553499
chain4,3,23,27,2,2,1,1,6,9,3,1.3333333333,2.0000000000,2.0202072359
chain4,3,24,28,1,2,0,1,4,26,4,1.6363636364,1.6354633478,1.7456210551
chain4,3,25,29,3,2,1,1,7,8,4,1.8333333333,2.1488813703,2.0785553499
chain4,4,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain4,4,2,6,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain4,4,3,7,2,1,0,1,4,16,3,1.2500000000,1.6354633478,1.6627514257
chain4,4,4,8,2,2,1,0,5,1,4,1.4000000000,1.8312368960,1.7456210551
chain4,4,5,9,2,1,0,1,4,16,4,1.2500000000,1.6354633478,1.6627514257
chain4,4,6,10,3,1,0,1,5,15,4,1.5000000000,1.8312368960,1.7456210551
chain4,4,7,11,2,1,1,2,6,8,4,1.5000000000,2.0000000000,2.1338144785
chain4,4,8,12,2,2,0,2,6,33,3,1.5000000000,2.0000000000,2.0785553499
chain4,4,9,13,2,2,0,2,6,33,2,1.5000000000,2.0000000000,2.0785553499
chain4,4,10,14,2,1,1,2,6,8,4,1.5000000000,2.0000000000,2.1338144785
chain4,4,11,15,2,2,1,1,6,9,4,1.5714285714,2.0000000000,2.0202072359
chain4,4,12,16,1,2,1,1,5,10,3,1.4285714286,1.8312368960,1.9583417612
chain4,4,13,17,2,2,1,1,6,9,4,1.5714285714,2.0000000000,2.0202072359
chain4,4,14,18,1,2,1,1,5,10,3,1.4285714286,1.8312368960,1.9583417612
chain4,4,15,19,2,2,0,2,6,33,4,1.6250000000,2.0000000000,2.0785553499
chain4,4,16,20,1,2,1,1,5,10,3,1.4285714286,1.8312368960,1.9583417612
chain4,4,17,21,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
chain4,4,18,22,2,2,1,1,6,9,4,1.7142857143,2.0000000000,2.0202072359
chain4,4,19,23,3,2,0,2,7,32,4,1.8750000000,2.1488813703,2.1338144785
chain4,4,20,24,4,3,0,0,7,24,4,2.1250000000,2.1488813703,1.8218071621
chain4,4,21,25,2,2,1,1,6,9,3,1.5714285714,2.0000000000,2.0202072359
chain4,4,22,26,2,3,1,1,7,18,4,1.8888888889,2.1488813703,2.1338144785
chain4,4,23,27,2,2,1,1,6,9,4,1.6666666667,2.0000000000,2.0202072359
chain4,4,24,28,3,1,0,2,6,23,4,1.8750000000,2.0000000000,2.0202072359
chain4,4,25,29,2,2,1,1,6,9,4,1.6666666667,2.0000000000,2.0202072359
chain4,5,1,5,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,5,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,5,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,5,4,8,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,5,9,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain4,5,6,10,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,5,7,11,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,8,12,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,5,10,14,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,5,11,15,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,5,12,16,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,13,17,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,5,14,18,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,15,19,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,16,20,3,2,0,0,5,16,4,1.2727272727,1.8312368960,1.5716813449
chain4,5,17,21,2,4,1,0,7,19,4,1.4166666667,2.1488813703,2.0202072359
chain4,5,18,22,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,5,19,23,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,5,20,24,2,3,1,1,7,18,4,1.3333333333,2.1488813703,2.1338144785
chain4,5,21,25,2,1,0,1,4,16,3,1.0909090909,1.6354633478,1.6627514257
chain4,5,22,26,3,1,1,3,8,15,4,1.5384615385,2.2824720047,2.3742806333
chain4,5,23,27,1,3,1,1,6,19,4,1.5000000000,2.0000000000,2.0785553499
chain4,5,24,28,2,3,1,1,7,18,4,1.5714285714,2.1488813703,2.1338144785
chain4,5,25,29,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,6,1,5,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,6,2,6,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,6,3,7,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain4,6,4,8,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,6,5,9,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,6,6,10,3,1,0,1,5,15,4,1.3333333333,1.8312368960,1.7456210551
chain4,6,7,11,1,3,1,0,5,11,4,1.2857142857,1.8312368960,1.8218071621
chain4,6,8,12,2,2,1,1,6,9,4,1.4285714286,2.0000000000,2.0202072359
chain4,6,9,13,2,1,1,2,6,8,4,1.5000000000,2.0000000000,2.1338144785
chain4,6,10,14,2,1,1,2,6,8,4,1.5000000000,2.0000000000,2.1338144785
chain4,6,11,15,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,6,12,16,1,3,1,0,5,11,4,1.2857142857,1.8312368960,1.8218071621
chain4,6,13,17,1,1,1,1,4,1,1,1.0000000000,1.6354633478,1.8218071621
chain4,6,14,18,2,1,1,2,6,8,4,1.5000000000,2.0000000000,2.1338144785
chain4,6,15,19,2,3,0,1,6,34,4,1.3750000000,2.0000000000,1.9583417612
chain4,6,16,20,1,2,1,1,5,10,4,1.4444444444,1.8312368960,1.9583417612
chain4,6,17,21,1,2,1,1,5,10,3,1.4444444444,1.8312368960,1.9583417612
chain4,6,18,22,1,2,1,1,5,10,3,1.4444444444,1.8312368960,1.9583417612
chain4,6,19,23,1,2,1,1,5,10,4,1.4444444444,1.8312368960,1.9583417612
chain4,6,20,24,3,2,0,1,6,24,4,1.6666666667,2.0000000000,1.8924299483
chain4,6,21,25,2,1,0,1,4,16,4,1.1250000000,1.6354633478,1.6627514257
chain4,6,22,26,3,4,0,0,7,34,4,1.9000000000,2.1488813703,1.8924299483
chain4,6,23,27,3,4,0,0,7,34,3,1.9000000000,2.1488813703,1.8924299483
chain4,6,24,28,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
chain4,6,25,29,3,4,0,0,7,34,4,1.8888888889,2.1488813703,1.8924299483
chain4,7,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,7,2,6,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,7,3,7,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,7,4,8,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,7,5,9,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,7,6,10,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,7,7,11,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,7,8,12,2,1,0,1,4,16,3,1.1428571429,1.6354633478,1.6627514257
chain4,7,9,13,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,7,10,14,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,7,11,15,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,7,12,16,2,2,1,0,5,1,4,1.2500000000,1.8312368960,1.7456210551
chain4,7,13,17,2,2,0,1,5,25,4,1.2222222222,1.8312368960,1.8218071621
chain4,7,14,18,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,7,15,19,2,2,1,1,6,9,4,1.2000000000,2.0000000000,2.0202072359
chain4,7,16,20,2,2,1,1,6,9,4,1.2000000000,2.0000000000,2.0202072359
chain4,7,17,21,2,2,0,1,5,25,4,1.2500000000,1.8312368960,1.8218071621
chain4,7,18,22,2,2,1,1,6,9,3,1.2727272727,2.0000000000,2.0202072359
chain4,7,19,23,2,3,2,1,8,2,4,1.3636363636,2.2824720047,2.2842970862
chain4,7,20,24,3,2,1,1,7,8,4,1.3636363636,2.1488813703,2.0785553499
chain4,7,21,25,2,2,1,1,6,9,4,1.3333333333,2.0000000000,2.0202072359
chain4,7,22,26,2,4,1,1,8,27,4,1.4545454545,2.2824720047,2.2364152990
chain4,7,23,27,3,4,1,1,9,26,4,1.6666666667,2.4039086666,2.2842970862
