seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,mu_depth,mu_v4,mu_mle
asym_branch,26,15,19,2,3,0,1,6,34,4,2.0000000000,2.0000000000,1.9583417612
asym_branch,26,16,20,2,3,1,1,7,18,4,2.1428571429,2.1488813703,2.1338144785
asym_branch,26,17,21,1,4,0,0,5,36,3,1.8000000000,1.8312368960,1.7456210551
asym_branch,26,18,22,2,1,1,3,7,16,4,2.1250000000,2.1488813703,2.3301921157
asym_branch,26,19,23,3,1,1,3,8,15,4,2.0000000000,2.2824720047,2.3742806333
asym_branch,26,20,24,2,2,1,0,5,1,4,2.1111111111,1.8312368960,1.7456210551
asym_branch,26,21,25,2,0,1,4,7,15,4,1.8333333333,2.1488813703,2.4167185680
asym_branch,26,22,26,2,2,1,0,5,1,4,2.1111111111,1.8312368960,1.7456210551
asym_branch,26,23,27,2,3,2,2,9,10,4,2.2500000000,2.4039086666,2.4576417859
asym_branch,26,24,28,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
asym_branch,26,25,29,3,2,0,1,6,24,4,2.3000000000,2.0000000000,1.8924299483
asym_branch,27,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
asym_branch,27,2,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
asym_branch,27,3,7,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
asym_branch,27,4,8,2,2,1,0,5,1,4,1.6666666667,1.8312368960,1.7456210551
asym_branch,27,5,9,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
asym_branch,27,6,10,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
asym_branch,27,7,11,2,2,1,0,5,1,3,1.6666666667,1.8312368960,1.7456210551
asym_branch,27,8,12,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,27,9,13,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
asym_branch,27,10,14,2,2,0,2,6,33,4,2.0000000000,2.0000000000,2.0785553499
asym_branch,27,11,15,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
asym_branch,27,12,16,2,2,1,2,7,17,3,2.1666666667,2.1488813703,2.2364152990
asym_branch,27,13,17,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
asym_branch,27,14,18,2,4,2,1,9,11,4,2.4285714286,2.4039086666,2.3742806333
asym_branch,27,15,19,3,1,0,2,6,23,4,2.2500000000,2.0000000000,2.0202072359
asym_branch,27,16,20,1,3,1,0,5,11,3,2.0000000000,1.8312368960,1.8218071621
asym_branch,27,17,21,3,2,0,1,6,24,4,2.2000000000,2.0000000000,1.8924299483
asym_branch,27,18,22,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
asym_branch,27,19,23,3,2,1,3,9,24,4,2.5000000000,2.4039086666,2.4576417859
asym_branch,27,20,24,2,1,1,2,6,8,4,1.7500000000,2.0000000000,2.1338144785
asym_branch,27,21,25,2,2,1,2,7,17,4,2.1666666667,2.1488813703,2.2364152990
asym_branch,27,22,26,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
asym_branch,27,23,27,1,3,2,1,7,3,4,2.2857142857,2.1488813703,2.2364152990
asym_branch,27,24,28,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
asym_branch,27,25,29,3,4,0,1,8,42,4,2.5714285714,2.2824720047,2.1338144785
asym_branch,28,1,5,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,28,2,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
asym_branch,28,3,7,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
asym_branch,28,4,8,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
asym_branch,28,5,9,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,28,6,10,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,28,7,11,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,28,8,12,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,28,9,13,1,2,1,0,4,2,1,1.4000000000,1.6354633478,1.6627514257
asym_branch,28,10,14,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
asym_branch,28,11,15,1,2,1,0,4,2,3,1.4000000000,1.6354633478,1.6627514257
asym_branch,28,12,16,3,1,1,2,7,7,4,1.8333333333,2.1488813703,2.1863367321
asym_branch,28,13,17,1,3,1,1,6,19,3,1.7142857143,2.0000000000,2.0785553499
asym_branch,28,14,18,1,3,1,1,6,19,3,1.7142857143,2.0000000000,2.0785553499
asym_branch,28,15,19,2,3,1,0,6,10,4,1.8000000000,2.0000000000,1.8924299483
asym_branch,28,16,20,2,3,1,1,7,18,3,1.8333333333,2.1488813703,2.1338144785
asym_branch,28,17,21,1,3,1,1,6,19,4,1.7142857143,2.0000000000,2.0785553499
asym_branch,28,18,22,3,3,1,0,7,9,4,2.1428571429,2.1488813703,1.9583417612
asym_branch,28,19,23,2,3,2,2,9,10,4,2.1250000000,2.4039086666,2.4576417859
asym_branch,28,20,24,2,0,1,3,6,7,4,1.7500000000,2.0000000000,2.2364152990
asym_branch,28,21,25,1,3,1,1,6,19,3,1.7142857143,2.0000000000,2.0785553499
asym_branch,28,22,26,2,2,2,3,9,9,3,2.1111111111,2.4039086666,2.5354066668
asym_branch,28,23,27,3,2,2,3,10,8,4,2.1428571429,2.5154334638,2.5724466995
asym_branch,28,24,28,2,4,2,1,9,11,4,2.3000000000,2.4039086666,2.3742806333
asym_branch,28,25,29,1,3,1,1,6,19,4,1.7142857143,2.0000000000,2.0785553499
asym_branch,29,1,5,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
asym_branch,29,2,6,1,2,1,0,4,2,1,1.3333333333,1.6354633478,1.6627514257
asym_branch,29,3,7,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
asym_branch,29,4,8,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
asym_branch,29,5,9,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,29,6,10,4,2,0,0,6,15,4,2.2500000000,2.0000000000,1.6627514257
asym_branch,29,7,11,3,1,0,1,5,15,4,1.7500000000,1.8312368960,1.7456210551
asym_branch,29,8,12,3,1,0,1,5,15,4,1.7500000000,1.8312368960,1.7456210551
asym_branch,29,9,13,2,2,2,2,8,1,4,2.2000000000,2.2824720047,2.3742806333
asym_branch,29,10,14,2,2,1,2,7,17,4,2.1666666667,2.1488813703,2.2364152990
asym_branch,29,11,15,2,2,2,2,8,1,4,2.2000000000,2.2824720047,2.3742806333
asym_branch,29,12,16,2,2,0,2,6,33,4,2.1428571429,2.0000000000,2.0785553499
asym_branch,29,13,17,1,4,2,0,7,4,3,2.0000000000,2.1488813703,2.1338144785
asym_branch,29,14,18,1,2,2,2,7,2,4,2.0000000000,2.1488813703,2.3301921157
asym_branch,29,15,19,2,2,2,2,8,1,4,2.2000000000,2.2824720047,2.3742806333
asym_branch,29,16,20,1,2,2,2,7,2,4,2.0000000000,2.1488813703,2.3301921157
asym_branch,29,17,21,4,1,0,1,6,14,4,2.2857142857,2.0000000000,1.8218071621
asym_branch,29,18,22,2,1,1,2,6,8,4,2.1666666667,2.0000000000,2.1338144785
asym_branch,29,19,23,3,3,1,1,8,17,4,2.3750000000,2.2824720047,2.1863367321
asym_branch,29,20,24,1,2,1,1,5,10,3,2.0000000000,1.8312368960,1.9583417612
asym_branch,29,21,25,1,4,1,0,6,20,4,2.1250000000,2.0000000000,1.9583417612
asym_branch,29,22,26,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
asym_branch,29,23,27,2,2,1,2,7,17,4,2.1666666667,2.1488813703,2.2364152990
asym_branch,29,24,28,2,2,1,2,7,17,3,2.1666666667,2.1488813703,2.2364152990
asym_branch,29,25,29,2,2,0,1,5,25,3,2.1428571429,1.8312368960,1.8218071621
asym_branch,30,1,5,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,30,2,6,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,30,3,7,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,30,4,8,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,30,5,9,1,2,1,0,4,2,2,1.4000000000,1.6354633478,1.6627514257
asym_branch,30,6,10,1,2,1,0,4,2,3,1.4000000000,1.6354633478,1.6627514257
asym_branch,30,7,11,2,2,0,1,5,25,2,1.6000000000,1.8312368960,1.8218071621
asym_branch,30,8,12,2,1,1,2,6,8,4,1.6666666667,2.0000000000,2.1338144785
asym_branch,30,9,13,1,2,1,1,5,10,4,1.5714285714,1.8312368960,1.9583417612
asym_branch,30,10,14,1,2,1,1,5,10,4,1.5714285714,1.8312368960,1.9583417612
asym_branch,30,11,15,2,1,1,2,6,8,4,1.6666666667,2.0000000000,2.1338144785
asym_branch,30,12,16,2,2,0,1,5,25,4,1.6000000000,1.8312368960,1.8218071621
asym_branch,30,13,17,2,2,1,0,5,1,3,1.7142857143,1.8312368960,1.7456210551
asym_branch,30,14,18,2,2,0,2,6,33,3,1.7500000000,2.0000000000,2.0785553499
asym_branch,30,15,19,1,2,1,1,5,10,4,1.5714285714,1.8312368960,1.9583417612
asym_branch,30,16,20,1,2,1,1,5,10,3,1.5714285714,1.8312368960,1.9583417612
asym_branch,30,17,21,2,1,1,2,6,8,3,1.6666666667,2.0000000000,2.1338144785
asym_branch,30,18,22,3,1,0,1,5,15,3,1.8750000000,1.8312368960,1.7456210551
asym_branch,30,19,23,2,2,1,1,6,9,3,1.7777777778,2.0000000000,2.0202072359
asym_branch,30,20,24,3,3,1,1,8,17,4,2.1111111111,2.2824720047,2.1863367321
asym_branch,30,21,25,1,3,1,0,5,11,4,1.7777777778,1.8312368960,1.8218071621
asym_branch,30,22,26,2,4,1,0,7,19,4,2.0000000000,2.1488813703,2.0202072359
asym_branch,30,23,27,1,2,1,1,5,10,4,1.5714285714,1.8312368960,1.9583417612
asym_branch,30,24,28,2,2,2,2,8,1,4,2.1000000000,2.2824720047,2.3742806333
asym_branch,30,25,29,3,2,1,2,8,16,4,2.0000000000,2.2824720047,2.2842970862
asym_branch,31,1,5,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,31,2,6,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,31,3,7,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,31,4,8,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,31,5,9,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,31,6,10,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,31,7,11,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
asym_branch,31,8,12,2,4,0,0,6,35,4,2.0000000000,2.0000000000,1.8218071621
asym_branch,31,9,13,2,2,1,0,5,1,4,1.6000000000,1.8312368960,1.7456210551
asym_branch,31,10,14,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,31,11,15,2,2,1,0,5,1,4,1.6000000000,1.8312368960,1.7456210551
asym_branch,31,12,16,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,31,13,17,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
asym_branch,31,14,18,2,4,0,0,6,35,3,2.0000000000,2.0000000000,1.8218071621
asym_branch,31,15,19,2,1,1,2,6,8,4,1.6666666667,2.0000000000,2.1338144785
asym_branch,31,16,20,1,2,1,1,5,10,4,1.5714285714,1.8312368960,1.9583417612
asym_branch,31,17,21,2,2,2,2,8,1,3,2.0000000000,2.2824720047,2.3742806333
asym_branch,31,18,22,2,3,1,0,6,10,4,2.0000000000,2.0000000000,1.8924299483
asym_branch,31,19,23,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
asym_branch,31,20,24,2,1,1,2,6,8,3,1.5000000000,2.0000000000,2.1338144785
asym_branch,31,21,25,2,4,2,0,8,3,4,2.2500000000,2.2824720047,2.1863367321
asym_branch,31,22,26,3,3,0,2,8,41,4,2.0000000000,2.2824720047,2.2364152990
asym_branch,31,23,27,2,4,1,0,7,19,4,2.2857142857,2.1488813703,2.0202072359
asym_branch,31,24,28,3,2,1,3,9,24,4,2.1428571429,2.4039086666,2.4576417859
asym_branch,31,25,29,2,2,0,2,6,33,3,1.6666666667,2.0000000000,2.0785553499
asym_branch,32,1,5,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,32,2,6,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,32,3,7,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
asym_branch,32,4,8,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,32,5,9,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,32,6,10,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,32,7,11,3,0,0,1,4,6,4,1.7500000000,1.6354633478,1.5716813449
asym_branch,32,8,12,3,0,0,1,4,6,4,1.7500000000,1.6354633478,1.5716813449
asym_branch,32,9,13,2,3,0,0,5,26,3,1.8000000000,1.8312368960,1.6627514257
asym_branch,32,10,14,3,0,0,1,4,6,4,1.7500000000,1.6354633478,1.5716813449
asym_branch,32,11,15,2,4,1,0,7,19,4,2.2000000000,2.1488813703,2.0202072359
asym_branch,32,12,16,2,3,0,0,5,26,4,1.8000000000,1.8312368960,1.6627514257
asym_branch,32,13,17,2,3,0,0,5,26,4,1.8000000000,1.8312368960,1.6627514257
asym_branch,32,14,18,1,3,0,0,4,27,4,1.6000000000,1.6354633478,1.5716813449
asym_branch,32,15,19,2,3,0,2,7,42,4,2.3333333333,2.1488813703,2.1863367321
asym_branch,32,16,20,2,3,0,2,7,42,4,2.3333333333,2.1488813703,2.1863367321
asym_branch,32,17,21,2,2,1,4,9,33,4,2.1666666667,2.4039086666,2.5724466995
asym_branch,32,18,22,2,2,1,1,6,9,4,2.1428571429,2.0000000000,2.0202072359
asym_branch,32,19,23,2,3,0,2,7,42,3,2.3333333333,2.1488813703,2.1863367321
asym_branch,32,20,24,2,2,1,1,6,9,3,2.1428571429,2.0000000000,2.0202072359
asym_branch,32,21,25,3,2,1,2,8,16,4,2.2500000000,2.2824720047,2.2842970862
asym_branch,32,22,26,1,3,2,1,7,3,4,2.1111111111,2.1488813703,2.2364152990
asym_branch,32,23,27,3,3,0,1,7,33,4,2.3750000000,2.1488813703,2.0202072359
asym_branch,32,24,28,2,3,2,1,8,2,4,2.3333333333,2.2824720047,2.2842970862
asym_branch,32,25,29,1,3,2,1,7,3,4,2.1111111111,2.1488813703,2.2364152990
asym_branch,33,1,5,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,33,2,6,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
asym_branch,33,3,7,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
asym_branch,33,4,8,2,2,1,0,5,1,3,1.6666666667,1.8312368960,1.7456210551
asym_branch,33,5,9,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
asym_branch,33,6,10,2,2,1,1,6,9,4,1.7500000000,2.0000000000,2.0202072359
asym_branch,33,7,11,2,2,1,1,6,9,4,1.7500000000,2.0000000000,2.0202072359
asym_branch,33,8,12,3,2,0,1,6,24,4,2.0000000000,2.0000000000,1.8924299483
asym_branch,33,9,13,3,2,0,1,6,24,4,2.0000000000,2.0000000000,1.8924299483
asym_branch,33,10,14,2,2,0,2,6,33,3,1.8000000000,2.0000000000,2.0785553499
asym_branch,33,11,15,2,1,1,2,6,8,2,1.7500000000,2.0000000000,2.1338144785
asym_branch,33,12,16,2,2,0,2,6,33,4,1.8000000000,2.0000000000,2.0785553499
asym_branch,33,13,17,2,3,1,0,6,10,4,2.1666666667,2.0000000000,1.8924299483
asym_branch,33,14,18,2,2,1,1,6,9,4,1.8000000000,2.0000000000,2.0202072359
asym_branch,33,15,19,2,2,0,2,6,33,4,1.8000000000,2.0000000000,2.0785553499
asym_branch,33,16,20,4,2,0,2,8,31,4,2.4285714286,2.2824720047,2.1863367321
asym_branch,33,17,21,1,4,2,0,7,4,4,2.2500000000,2.1488813703,2.1338144785
asym_branch,33,18,22,2,3,1,0,6,10,4,2.1666666667,2.0000000000,1.8924299483
asym_branch,33,19,23,2,2,1,2,7,17,4,2.2857142857,2.1488813703,2.2364152990
asym_branch,33,20,24,2,2,1,2,7,17,4,2.1428571429,2.1488813703,2.2364152990
asym_branch,33,21,25,2,4,2,1,9,11,4,2.6250000000,2.4039086666,2.3742806333
asym_branch,33,22,26,2,2,2,2,8,1,4,2.1666666667,2.2824720047,2.3742806333
asym_branch,33,23,27,2,2,0,2,6,33,4,1.8333333333,2.0000000000,2.0785553499
asym_branch,33,24,28,2,5,2,1,10,20,4,2.6250000000,2.5154334638,2.4576417859
asym_branch,33,25,29,3,1,1,2,7,7,3,2.3333333333,2.1488813703,2.1863367321
asym_branch,34,1,5,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,34,2,6,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,34,3,7,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,34,4,8,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,34,5,9,2,2,0,0,4,17,4,1.7500000000,1.6354633478,1.4702785181
asym_branch,34,6,10,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
asym_branch,34,7,11,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
asym_branch,34,8,12,2,2,0,1,5,25,4,1.6666666667,1.8312368960,1.8218071621
asym_branch,34,9,13,2,1,0,2,5,24,2,1.5000000000,1.8312368960,1.9583417612
asym_branch,34,10,14,2,1,1,2,6,8,4,1.5000000000,2.0000000000,2.1338144785
asym_branch,34,11,15,2,2,1,0,5,1,4,1.6666666667,1.8312368960,1.7456210551
asym_branch,34,12,16,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,34,13,17,3,2,1,1,7,8,3,2.0000000000,2.1488813703,2.0785553499
asym_branch,34,14,18,1,2,1,0,4,2,3,1.4000000000,1.6354633478,1.6627514257
asym_branch,34,15,19,3,1,1,2,7,7,4,1.8571428571,2.1488813703,2.1863367321
asym_branch,34,16,20,2,1,0,2,5,24,3,1.5000000000,1.8312368960,1.9583417612
asym_branch,34,17,21,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
asym_branch,34,18,22,2,1,1,2,6,8,4,1.7142857143,2.0000000000,2.1338144785
asym_branch,34,19,23,2,6,1,1,10,45,4,2.3750000000,2.5154334638,2.4167185680
asym_branch,34,20,24,1,2,1,0,4,2,2,1.4000000000,1.6354633478,1.6627514257
asym_branch,34,21,25,2,2,1,1,6,9,4,1.7142857143,2.0000000000,2.0202072359
asym_branch,34,22,26,2,4,2,1,9,11,4,2.1250000000,2.4039086666,2.3742806333
asym_branch,34,23,27,2,2,1,1,6,9,4,1.7500000000,2.0000000000,2.0202072359
asym_branch,34,24,28,3,4,2,2,11,18,4,2.4444444444,2.6187070833,2.5724466995
asym_branch,34,25,29,2,3,2,1,8,2,4,1.8888888889,2.2824720047,2.2842970862
asym_branch,35,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
asym_branch,35,2,6,2,2,1,0,5,1,4,1.6666666667,1.8312368960,1.7456210551
asym_branch,35,3,7,2,2,1,0,5,1,2,1.6666666667,1.8312368960,1.7456210551
asym_branch,35,4,8,2,2,1,0,5,1,3,1.6666666667,1.8312368960,1.7456210551
asym_branch,35,5,9,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,35,6,10,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,35,7,11,2,1,1,2,6,8,4,1.7500000000,2.0000000000,2.1338144785
asym_branch,35,8,12,2,2,0,1,5,25,4,1.8000000000,1.8312368960,1.8218071621
asym_branch,35,9,13,2,2,1,0,5,1,4,1.8000000000,1.8312368960,1.7456210551
asym_branch,35,10,14,2,1,1,2,6,8,3,1.7500000000,2.0000000000,2.1338144785
asym_branch,35,11,15,2,2,1,2,7,17,4,2.0000000000,2.1488813703,2.2364152990
asym_branch,35,12,16,2,2,0,1,5,25,4,1.8000000000,1.8312368960,1.8218071621
asym_branch,35,13,17,2,2,1,2,7,17,4,2.0000000000,2.1488813703,2.2364152990
asym_branch,35,14,18,1,2,1,1,5,10,3,1.6000000000,1.8312368960,1.9583417612
asym_branch,35,15,19,3,2,1,2,8,16,4,2.1666666667,2.2824720047,2.2842970862
asym_branch,35,16,20,2,2,1,2,7,17,4,2.0000000000,2.1488813703,2.2364152990
asym_branch,35,17,21,2,4,2,0,8,3,4,2.1666666667,2.2824720047,2.1863367321
asym_branch,35,18,22,2,3,1,1,7,18,4,2.2857142857,2.1488813703,2.1338144785
asym_branch,35,19,23,1,3,2,1,7,3,4,2.0000000000,2.1488813703,2.2364152990
asym_branch,35,20,24,4,2,1,2,9,15,4,2.3750000000,2.4039086666,2.3301921157
asym_branch,35,21,25,2,3,1,2,8,26,4,2.1428571429,2.2824720047,2.3301921157
asym_branch,35,22,26,1,4,2,1,8,12,4,2.2222222222,2.2824720047,2.3301921157
asym_branch,35,23,27,3,3,1,0,7,9,4,2.5000000000,2.1488813703,1.9583417612
asym_branch,35,24,28,3,2,1,2,8,16,3,2.2857142857,2.2824720047,2.2842970862
asym_branch,35,25,29,2,2,2,2,8,1,4,2.2500000000,2.2824720047,2.3742806333
asym_branch,36,1,5,1,2,1,0,4,2,1,1.3333333333,1.6354633478,1.6627514257
asym_branch,36,2,6,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,36,3,7,1,2,1,0,4,2,1,1.3333333333,1.6354633478,1.6627514257
asym_branch,36,4,8,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
asym_branch,36,5,9,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
asym_branch,36,6,10,3,0,0,1,4,6,4,1.7500000000,1.6354633478,1.5716813449
asym_branch,36,7,11,1,3,0,0,4,27,2,1.6000000000,1.6354633478,1.5716813449
asym_branch,36,8,12,1,3,0,0,4,27,2,1.6000000000,1.6354633478,1.5716813449
asym_branch,36,9,13,2,3,0,0,5,26,4,1.8000000000,1.8312368960,1.6627514257
asym_branch,36,10,14,1,2,1,0,4,2,1,1.3333333333,1.6354633478,1.6627514257
asym_branch,36,11,15,3,0,1,3,7,6,4,1.8333333333,2.1488813703,2.2842970862
asym_branch,36,12,16,2,4,0,0,6,35,3,2.0000000000,2.0000000000,1.8218071621
asym_branch,36,13,17,1,3,0,0,4,27,4,1.6000000000,1.6354633478,1.5716813449
asym_branch,36,14,18,1,3,0,1,5,35,1,1.7142857143,1.8312368960,1.8924299483
asym_branch,36,15,19,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,36,16,20,2,3,0,1,6,34,4,1.8571428571,2.0000000000,1.9583417612
asym_branch,36,17,21,4,1,1,3,9,14,4,2.1250000000,2.4039086666,2.4167185680
asym_branch,36,18,22,1,4,1,1,7,28,4,2.0000000000,2.1488813703,2.1863367321
asym_branch,36,19,23,2,4,1,1,8,27,4,2.1111111111,2.2824720047,2.2364152990
asym_branch,36,20,24,1,4,1,1,7,28,4,2.0000000000,2.1488813703,2.1863367321
asym_branch,36,21,25,2,2,2,3,9,9,3,2.1250000000,2.4039086666,2.5354066668
asym_branch,36,22,26,1,2,2,2,7,2,4,2.0000000000,2.1488813703,2.3301921157
asym_branch,36,23,27,2,3,2,1,8,2,4,2.3333333333,2.2824720047,2.2842970862
asym_branch,36,24,28,3,1,1,3,8,15,4,2.0000000000,2.2824720047,2.3742806333
asym_branch,36,25,29,2,2,0,3,7,41,4,2.1111111111,2.1488813703,2.2842970862
asym_branch,37,1,5,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,37,2,6,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,37,3,7,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
asym_branch,37,4,8,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
asym_branch,37,5,9,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
asym_branch,37,6,10,2,1,0,2,5,24,3,1.5000000000,1.8312368960,1.9583417612
asym_branch,37,7,11,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,37,8,12,1,2,1,0,4,2,3,1.4000000000,1.6354633478,1.6627514257
asym_branch,37,9,13,2,1,0,2,5,24,2,1.5000000000,1.8312368960,1.9583417612
asym_branch,37,10,14,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,37,11,15,3,2,0,0,5,16,4,1.8000000000,1.8312368960,1.5716813449
asym_branch,37,12,16,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
asym_branch,37,13,17,3,3,1,2,9,25,4,2.1428571429,2.4039086666,2.3742806333
asym_branch,37,14,18,2,1,0,2,5,24,3,1.5000000000,1.8312368960,1.9583417612
asym_branch,37,15,19,3,1,0,2,6,23,3,1.6666666667,2.0000000000,2.0202072359
asym_branch,37,16,20,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
asym_branch,37,17,21,2,3,1,1,7,18,4,1.8571428571,2.1488813703,2.1338144785
asym_branch,37,18,22,2,2,1,3,8,25,4,1.8750000000,2.2824720047,2.4167185680
asym_branch,37,19,23,2,3,2,1,8,2,3,2.0000000000,2.2824720047,2.2842970862
asym_branch,37,20,24,2,3,1,0,6,10,4,1.7142857143,2.0000000000,1.8924299483
asym_branch,37,21,25,3,3,1,2,9,25,4,2.2857142857,2.4039086666,2.3742806333
asym_branch,37,22,26,3,3,1,3,10,33,4,2.2500000000,2.5154334638,2.5354066668
asym_branch,37,23,27,2,3,2,1,8,2,4,2.2500000000,2.2824720047,2.2842970862
asym_branch,37,24,28,1,3,2,1,7,3,4,1.8571428571,2.1488813703,2.2364152990
asym_branch,37,25,29,2,3,2,1,8,2,4,2.2500000000,2.2824720047,2.2842970862
asym_branch,38,1,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
asym_branch,38,2,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
asym_branch,38,3,7,1,2,1,0,4,2,1,1.3333333333,1.6354633478,1.6627514257
asym_branch,38,4,8,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
asym_branch,38,5,9,3,1,0,1,5,15,3,1.7500000000,1.8312368960,1.7456210551
asym_branch,38,6,10,1,3,1,0,5,11,4,1.6000000000,1.8312368960,1.8218071621
asym_branch,38,7,11,1,3,1,0,5,11,2,1.6000000000,1.8312368960,1.8218071621
asym_branch,38,8,12,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
asym_branch,38,9,13,2,1,1,2,6,8,4,1.6666666667,2.0000000000,2.1338144785
asym_branch,38,10,14,1,2,1,1,5,10,3,1.5714285714,1.8312368960,1.9583417612
