keying,mode,family_semantics,severity,threshold_fraction,support_width,trials,certification_rescue_rate,orientation_overlap_all_pairs_mean,orientation_overlap_parent_anchored_mean,avg_witness_token_count,support_overlap_mean,frontier_overlap_mean,legacy_orientation_overlap_mean,ledger_overlap_mean
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.75,4,660,0.15,0.5045682988068472,0.482754769201478,10.110606060606061,0.6,0.6,0.6,0.7759782636363637
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.25,1,1581,0.0,0.0,0.0,7.992409867172675,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.25,2,645,0.17364341085271318,0.2788417504115178,0.23024373129024292,5.252196382428941,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.25,3,714,0.34593837535014005,0.17904740740582273,0.14323985802709643,5.7216386554621845,0.166667,0.166667,0.166667,0.5221920084033613
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.25,4,660,0.3939393939393939,0.13535369904654662,0.11097160205928323,5.96939393939394,0.1,0.1,0.1,0.48251351363636363
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.5,1,1581,0.0,0.0,0.0,8.009487666034156,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.5,2,645,0.17364341085271318,0.27766301599634935,0.22915741020392183,5.242894056847545,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.5,3,714,0.18627450980392157,0.4097923138703073,0.3751310471998626,7.687324929971989,0.5,0.5,0.5,0.7166617899159663
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.5,4,660,0.3515151515151515,0.29334752547116677,0.2752887269088953,7.719047619047619,0.333333,0.333333,0.333333,0.6199095363636363
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.75,1,1581,0.0,0.0,0.0,8.020240354206198,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.75,2,645,0.0,0.0,0.0,6.924031007751938,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.75,0.75,3,714,0.0,0.0,0.0,9.656862745098039,1.0,1.0,1.0,1.0
